Bcell	CD4T	CD8T	Eos	Mono	Neu	NK
cg14287022	0.885966603302039	0.318375673121806	0.0909250017688074	0.897496932885216	0.892755918445359	0.857853121469262	0.242160488999081
cg02374486	0.753519532367565	0.355538715067129	0.104359168640099	0.796078980396582	0.796956029355214	0.765720988578706	0.206635060542958
cg18174654	0.887161999979519	0.853447619356082	0.356769589470834	0.898311212251189	0.896768528023894	0.886049275734691	0.833814880051125
cg12433559	0.804740832008495	0.328954615602376	0.0802690648813453	0.870647236922871	0.845354744265728	0.819552890509573	0.204031805641695
cg21549011	0.409232290001594	0.373970674607601	0.143352342795801	0.414772882634001	0.401537442530864	0.397301953759267	0.362814727351958
cg09088496	0.92324763587021	0.183224409056464	0.0539991925534903	0.936726369851225	0.927809323282311	0.901513363369853	0.251367053118535
cg11531557	0.894330494646841	0.482163304356233	0.190087979512255	0.912750512517485	0.915988396938354	0.896645105559016	0.599565068467894
cg20894640	0.936548903303923	0.281255612822345	0.0594347141321709	0.940476938241232	0.936944726015176	0.913740236411265	0.215195797444636
cg08622923	0.829437029912389	0.500682334994513	0.111037774317417	0.718668003961468	0.842679482588621	0.773244032237328	0.245768431733236
cg25630514	0.792652618145847	0.160037014732218	0.0478125699690259	0.772282068970447	0.75895239318495	0.735869922205857	0.164970984211353
cg09855140	0.809000054788147	0.180625793376362	0.082518208222168	0.891489216107379	0.914748058253163	0.880928591829905	0.175815130713303
cg08178956	0.119282996782696	0.663012518330607	0.823319722706337	0.127575068671616	0.101759662568934	0.118626600855755	0.805976412592823
cg20048655	0.0900781765836702	0.714187338780074	0.845246329241615	0.100245021427843	0.0877107684856531	0.101728136014118	0.765408177269365
cg08131309	0.122869074153357	0.807912801980145	0.889991011837651	0.0793419840173197	0.0606859104458488	0.0855891308125051	0.800437163580514
cg04642165	0.0918157420954516	0.791494655452848	0.85714513180221	0.0596018770215698	0.0609687701540504	0.079248055967424	0.779599593898469
cg17013990	0.19007043633631	0.808927463801748	0.891366728968256	0.0545396048726087	0.0664925588049207	0.0864776550170125	0.825284940919631
cg16810279	0.0411642621076242	0.101033931551427	0.685646461408365	0.042675765607832	0.0460988911758794	0.0419786905128798	0.416289312977609
cg05240166	0.103727627394226	0.867164682116015	0.901226721078992	0.0642483978044641	0.0871463906694747	0.12903340562601	0.799675482598302
cg15142192	0.856964255772721	0.827337030435428	0.852070776990199	0.116360903549972	0.101127502462429	0.116534106268176	0.837835276265081
cg10009801	0.0988615079923435	0.799294179083268	0.8441129587893	0.0755193566031577	0.0811329573429741	0.0910862452331977	0.713829484244822
cg00699569	0.0658955571471412	0.703247868234338	0.801906481793482	0.0602030890871139	0.0638700697922201	0.0866188893138809	0.755946583635094
cg05252264	0.869972669438446	0.829354526150066	0.864720758564159	0.0527816327386055	0.0582111857129296	0.0685385689616754	0.826295473453362
cg17398227	0.106883623598124	0.608341824327915	0.757742203203425	0.100094080676751	0.100703814167623	0.111528202905606	0.491101258306249
cg11093142	0.0797474201835112	0.656325286619487	0.725814482308582	0.0590163418227832	0.0532571104916468	0.0606483726380106	0.324600751379569
cg05233670	0.121284786496864	0.748156790996214	0.78531572262526	0.126826277831645	0.135614042596386	0.156815976230219	0.745778482507924
cg07037635	0.113572042182815	0.790134660826784	0.834713432669429	0.0621510666564054	0.0641432886688797	0.0769082278708275	0.694346999332899
cg25823926	0.09628032172102	0.720191852682351	0.798999222050233	0.0804489471292236	0.0629654064935444	0.0734202647607114	0.715003752624908
cg02193956	0.766409390761621	0.847970991126111	0.863669356418162	0.0919996345324487	0.0985468803942688	0.114680770892262	0.829981979473528
cg24602411	0.149520201544013	0.870620058326649	0.91682397327418	0.0606276266963047	0.101984675331946	0.154729471162334	0.866762578227484
cg12754495	0.129136238321982	0.785226811310337	0.838781505456791	0.224842229988397	0.163510923844189	0.18212770763794	0.805516296695675
cg13416889	0.902082970551368	0.895526948505775	0.883896765490353	0.140599378265143	0.882098015043597	0.660869418069579	0.877830555313359
cg25006077	0.928114411748618	0.914140402702985	0.916861080353483	0.0560147988153293	0.90167411218837	0.117609644500396	0.907871305900975
cg05344747	0.810561201725073	0.89501635392224	0.903838906631888	0.0813266180101652	0.843689412452044	0.11801111754523	0.900031608623997
cg08435683	0.943284199235614	0.945992878088048	0.94727434379633	0.0767838875226738	0.938700133691215	0.360463800697013	0.936644439561059
cg03555710	0.965185471613504	0.966519720387694	0.963680071841569	0.836632976639584	0.963985927954882	0.956936795771626	0.963535986716958
cg02790691	0.881919227055293	0.8834669567886	0.881758070758054	0.107889054125648	0.830674238143961	0.465497621700276	0.880255794867995
cg05740567	0.939687908314475	0.936631244906687	0.934051968251446	0.431007068257675	0.903588800430969	0.494137094274224	0.934283734804111
cg16062253	0.942547086403996	0.931990670623339	0.927952870724262	0.187040387397209	0.87361523971456	0.573095481939641	0.926760822310016
cg07236691	0.935654703251545	0.932402235907824	0.928274717650706	0.25323254767206	0.914978869602988	0.644120181206214	0.92367402209777
cg24422489	0.909081365970023	0.904272568448996	0.90600052635048	0.0796104006058949	0.837409750515951	0.447975907461609	0.899975078464973
cg23709535	0.939931520235367	0.936292754386064	0.939836150296236	0.283039140940076	0.774544614719943	0.391735490839882	0.93176678682728
cg01692842	0.898528544097724	0.907500978097167	0.894395273928158	0.0516380499665299	0.871009592696579	0.0862608150945438	0.869828491760206
cg26814100	0.930199327796178	0.924047450613068	0.922785190639742	0.0790922051438882	0.820003767331993	0.290290390131146	0.923239636146977
cg15010903	0.903005654489475	0.905387317998963	0.90259344379817	0.069354027042456	0.871384777315229	0.144244179856554	0.901896756262679
cg02112168	0.862042678827608	0.874178844207298	0.871888870804258	0.0576334335251965	0.708848030625344	0.123613559164434	0.846464931956887
cg01012879	0.922584973711841	0.923973228151849	0.917403336812452	0.0985072008260747	0.91355050545175	0.254898825397934	0.907094825791756
cg14963498	0.904731859667234	0.897945878066284	0.927718486466503	0.0630769395757077	0.22379911230869	0.0895964542896642	0.893441046581655
cg07302959	0.873282697110788	0.851691591668804	0.871938016481256	0.0603778417547273	0.221277390166543	0.0786035384597556	0.860500536029823
cg17983957	0.926073581303969	0.919239116462949	0.940592884341806	0.0904942587752621	0.62671563457549	0.451438942779389	0.910362455787828
cg13001142	0.860603500896646	0.859956097013828	0.865983950285498	0.145351357564056	0.830314415878298	0.711183978013701	0.848023501957809
cg27416489	0.876177161193181	0.862152909252448	0.858189627975315	0.182981916769028	0.863283499290035	0.17817875610165	0.834880734602132
cg18380211	0.862891376345659	0.865154747767674	0.859725234176217	0.188001010830348	0.854950886909748	0.791422358417387	0.863252845232104
cg00290355	0.88650908182681	0.886448039518341	0.902817668017892	0.138526820646984	0.790058221522659	0.571159215377981	0.876539449472075
cg21237481	0.928803085923896	0.923635867730752	0.922589924918003	0.12489916339551	0.901250754415474	0.720875294521322	0.922027785381252
cg09205945	0.857415876858093	0.862575938018893	0.842880850385125	0.07746648637268	0.262747121442577	0.100555975499736	0.834151016142407
cg04942640	0.896886166744237	0.884511641386019	0.872857480877684	0.233915864380389	0.829240705236098	0.683825170565833	0.879775263780052
cg09535475	0.885723344974896	0.867395442231975	0.878651650257856	0.0884140530601168	0.754519115632342	0.122915692588903	0.875615241333954
cg21346154	0.921834059564475	0.933148185601079	0.940404362372579	0.125805000422004	0.867029842658984	0.515679116641447	0.937661920302486
cg13766864	0.885606052764759	0.874063311545443	0.877568349980926	0.100976322312056	0.53088723125438	0.308414197798471	0.857858285113213
cg00556627	0.905234487351372	0.824914581470068	0.88180618410765	0.167167480344135	0.896017191534667	0.749157446871068	0.892182328311393
cg22221575	0.847234846902625	0.884317909912046	0.867616315805503	0.142533153642842	0.885922066963433	0.769165708423766	0.871626010489198
cg04244170	0.887103968321861	0.849550380724095	0.86471050061539	0.110587795244965	0.165480230697054	0.123016069269109	0.838801953526863
cg04554131	0.0453603727633517	0.0414988517300221	0.0333439274472883	0.365592910967171	0.0638109761009862	0.336451155440587	0.0375295608474103
cg18865207	0.041707433752215	0.0495158623474015	0.0348853752840313	0.508286003535106	0.161144543639287	0.450851660446033	0.0437070087141247
cg15459165	0.0333987023568361	0.07605434578174	0.0348776858338309	0.464656850104922	0.314755111743995	0.483204436301315	0.0958002729019729
cg09221159	0.111950634082156	0.0829420257155404	0.0519914867582266	0.779809402063312	0.479003682621999	0.728588388723114	0.0956684055342962
cg10699171	0.0815836485892706	0.0945537752470835	0.0672359454148706	0.858519509601802	0.629222941652169	0.848127615720969	0.106322962482633
cg09993145	0.0932610208162343	0.0407189988231952	0.0359030309096419	0.919474179249676	0.0666505747070604	0.864897759949947	0.0380872578762893
cg14437551	0.0536436982809777	0.109246498502434	0.0577164244362729	0.943057474682171	0.943638942131344	0.933592892351754	0.120837790040469
cg17587997	0.0667060701705261	0.154787283957615	0.0868003684789594	0.919725264272492	0.913589826631025	0.900699791955765	0.117960477207623
cg10145533	0.071632069884661	0.116189632289729	0.0576841608507277	0.922969225301169	0.903080791743892	0.896122308858141	0.148089467789704
cg18643093	0.0383878395660822	0.0797455966470211	0.0404328276872883	0.645602567466703	0.422845188192308	0.48807662095426	0.0859796674427511
cg26404422	0.115161119974032	0.161255734888927	0.103314021919722	0.864134112475048	0.835198686018344	0.851018071716866	0.185563722612629
cg01911077	0.0491301024048832	0.0637492703589809	0.0271023482831499	0.508523339687003	0.43178891768046	0.466455238821559	0.051676323085734
cg26960939	0.0561306556190192	0.0865811164242192	0.0500069419220989	0.575154753000718	0.411527665713367	0.57657383757513	0.0782573513621269
cg06094523	0.0809530269883376	0.10280969597718	0.0795815385177176	0.252703480971822	0.163017601920022	0.206006948074603	0.0843169020698803
cg11316887	0.11319712357196	0.248982130533996	0.0786460759399899	0.907673094621368	0.893028219608758	0.894269501988638	0.112913397672918
cg16108580	0.0876329265848481	0.157241507367179	0.0829721933589609	0.875477681535529	0.856849896916966	0.835475802192889	0.141956415985526
cg21959598	0.0698361892091065	0.142947160054191	0.102324061791403	0.87529002088494	0.886113568804538	0.874129019820242	0.108877848871756
cg09621572	0.0475834298364623	0.143759865025341	0.0502471603644125	0.943549637217435	0.946197367724029	0.922388584265528	0.14655676429918
cg26280911	0.058530194179267	0.0527287380582401	0.066114351590936	0.239564487305307	0.0455505329786457	0.137011427205656	0.0666211359345069
cg13203135	0.0841475541502879	0.0816476304013069	0.0877557798752067	0.722987142439616	0.106629774158086	0.534822250262047	0.115351955191765
cg22153728	0.0700525687911124	0.0534114231643551	0.0363201485135222	0.509344577232282	0.0917358858742663	0.487077174942065	0.0396874070687659
cg06480171	0.0362696079586167	0.0408052172541367	0.0340652683979647	0.126379178868176	0.0905901693691397	0.0994468101468786	0.0342484092382264
cg00661777	0.128753426022771	0.299916705283	0.195622291379399	0.786997470470584	0.172168429320406	0.718705071313026	0.142324899691984
cg00754552	0.0986214835990808	0.636169652217409	0.552840067348544	0.889988066826649	0.149654687751786	0.873374199401403	0.407932552132142
cg20472746	0.238223140253313	0.0534881055225976	0.0529593341862743	0.697016051554892	0.0830593283513048	0.301461167683898	0.0653748889387144
cg24720038	0.150396194866322	0.128449898415012	0.0912680441095645	0.395351613713886	0.217031362812972	0.312942166825332	0.0957392747615856
cg23750151	0.0276800905679147	0.0318398427948625	0.0280475516534801	0.175841124153639	0.0720874588221546	0.178850247076461	0.0323146491523811
cg03728799	0.116170740019644	0.173679104094332	0.120696962652552	0.884836471158276	0.865129276319809	0.847436293823687	0.299101746619545
cg22610434	0.116665559662443	0.455954696555638	0.491755270277861	0.874748001428081	0.725782287941143	0.835585825723932	0.713836036811837
cg15120525	0.0741802069786199	0.744976071760955	0.881248560810813	0.911972164023437	0.17738946672103	0.90533261540531	0.816514536068313
cg23889684	0.0375959245953468	0.0430849050662238	0.0408515132274248	0.272874641564994	0.0463030450681001	0.249257772934212	0.0431492858643625
cg18148314	0.183486056158372	0.157665316433466	0.0507215056027527	0.881287696678159	0.89873793763624	0.867937043201657	0.145617989037522
cg04312209	0.0731286507996867	0.0692918795773543	0.0410290784129247	0.567071172507004	0.505336527079004	0.591348031382635	0.0818141567679075
cg01250961	0.0354611575337082	0.0344896336132929	0.0357546635574235	0.154835219448577	0.033372891655326	0.0575219046463207	0.0372499070338869
cg27058497	0.104573261003533	0.0598224319133191	0.0363775675257776	0.716797095858125	0.249703495494765	0.678935342448605	0.0460670627594821
cg20600379	0.0357641000187161	0.119941246996775	0.0890066042719701	0.470530989241016	0.311441159384303	0.414990654695191	0.0863439172148858
cg19016694	0.123208728067986	0.133339777566544	0.0485624292421696	0.602453668294515	0.451697215028748	0.578249888040709	0.130939234217038
cg23954655	0.0689955212196362	0.0653438637924669	0.0740430298778072	0.652227768509785	0.151538736128499	0.682236360039016	0.126229900184958
cg12810837	0.0462013681780874	0.0830480252696383	0.0407595879890643	0.755181846330525	0.716098997299373	0.789284706304664	0.100213849618448
cg02889869	0.0663658483132814	0.879005196257456	0.908946205527999	0.905680012648105	0.145469677033459	0.905700206946003	0.872656105810222
cg25765315	0.899046401100811	0.898309963244461	0.920695042179716	0.929358595534199	0.341636724410478	0.916233782310092	0.906023820166117
cg20641531	0.928269256015606	0.921387769395444	0.931740061396364	0.915427319757293	0.149125077249203	0.757087332278194	0.920587699900132
cg16636767	0.891587390168644	0.883043212409528	0.896851470395451	0.897763642463111	0.179178238290127	0.894967229462385	0.881140979181222
cg10480329	0.933488399400864	0.920483851402182	0.935305376183085	0.926549011645919	0.153857147847582	0.918415547113962	0.921716850439594
cg25898577	0.925990121726055	0.892533881867894	0.920312935611072	0.904395523939098	0.0962787946895159	0.815813170588278	0.875258842390959
cg10278149	0.898079109179843	0.891384448986845	0.912655427320572	0.775437093511848	0.109383337048473	0.752072383361232	0.883556531061299
cg25517015	0.904024151880871	0.869156297825397	0.88555264620846	0.862893191227868	0.151027699013932	0.788819104164567	0.861520804088915
cg19301114	0.845441146395078	0.818436313092381	0.858275267575637	0.88242877201679	0.0875768740179099	0.870776979119663	0.786988160179801
cg19380581	0.926905629715205	0.91195983817816	0.923986954822769	0.927785766970283	0.517088682925835	0.926720506162139	0.91824420690825
cg18066690	0.939129153279049	0.90166539163594	0.937084832429316	0.937375632364841	0.165920798391766	0.93079061377191	0.922087990021521
cg00701951	0.90971411954522	0.87950489696433	0.889599322360369	0.88751830088812	0.106906360899659	0.774113247424829	0.868514429670761
cg00177203	0.942705825376896	0.923212945472986	0.944707736870982	0.93716591656651	0.477534497646338	0.923571926422615	0.929313862181988
cg05242065	0.898022976875717	0.798111476132482	0.915884002538583	0.907009521309738	0.161955689336784	0.883591867285331	0.903259851597387
cg18712919	0.896620318465013	0.883396586837529	0.897651882305695	0.80990704968612	0.202852611324787	0.682901930338444	0.883053937264028
cg13781869	0.899533563157219	0.868722865676719	0.903505394677616	0.901474659396707	0.22314929527179	0.899214501350388	0.897701063346206
cg04851465	0.902215882038471	0.883875341711393	0.899599506105369	0.877156777807949	0.210060914474398	0.867735912182591	0.889097418819947
cg26953469	0.934448956569648	0.904828096800049	0.937859736833514	0.883115357447938	0.296589814221037	0.896684674356403	0.897697801655845
cg09866695	0.907515798800545	0.898760807354122	0.913150331649378	0.896911090604277	0.383794474406	0.777003633554282	0.903931074513402
cg08694574	0.912116955685856	0.894387150761625	0.909469522113832	0.868792061581936	0.151813449354581	0.779479654951068	0.894013989846158
cg07002540	0.921267026723711	0.855107528148722	0.917203475952914	0.895479003472503	0.110399284912474	0.816962525859816	0.863983543651036
cg14708360	0.883702573834277	0.906937756256379	0.926948260144866	0.748776599219927	0.244568482975985	0.561533497226784	0.884091175382614
cg25376491	0.92329673808146	0.848632084493574	0.920204787468462	0.754996069873874	0.159438756892525	0.714939509924913	0.877785382408577
cg05654103	0.921031681837925	0.881077030871121	0.928652876955034	0.874935345444446	0.425182698569925	0.835226700811333	0.895556550076793
cg01110616	0.85245782198429	0.818678296574149	0.82292418271713	0.805371791974182	0.174910744615797	0.7506192826498	0.807355974809073
cg12207930	0.874843367907014	0.863305638925342	0.912036719289045	0.863194016811862	0.109821123882235	0.652298681396078	0.881556761931443
cg11664417	0.870535048706567	0.89712189701174	0.898757119895117	0.917789300721487	0.311427150091661	0.910458146599446	0.886934440262047
cg06297318	0.833607065709338	0.83002494765917	0.83951446975174	0.834087235814231	0.185571136526304	0.804471288530172	0.830793121858594
cg10105218	0.109689346125189	0.843669929812231	0.852080002095768	0.884286366670951	0.193667815941444	0.87893926886308	0.830552380284512
cg09310966	0.937926601018406	0.836786875950666	0.901704730425328	0.727051672884409	0.0955233835629602	0.506352346998543	0.819776097404024
cg23391288	0.891688102382381	0.867936140142093	0.929877427708771	0.942022397266499	0.178013102269614	0.936955751055266	0.895016143757208
cg14906103	0.929666894278407	0.911427164453637	0.935490790200664	0.780732255691531	0.282702212557144	0.552905270454175	0.918848661665985
cg12655112	0.913061407814011	0.880021976373346	0.947293186395011	0.86400919074234	0.0641271880074483	0.725157578492101	0.915860460303249
cg19716090	0.902241839632507	0.881000759161491	0.8929962005173	0.749097114251838	0.145321331170336	0.416903964202252	0.87280714886176
cg10624395	0.922275772783271	0.885223044870627	0.929659650610255	0.928232442447854	0.178698643117723	0.936249703506389	0.896168909742749
cg27059140	0.919182028928578	0.905866761985407	0.916782090898784	0.729311266551854	0.0863326564758695	0.488920785600499	0.89253833071315
cg12884009	0.923065261687586	0.906834488813003	0.924809987940135	0.838289276213216	0.232886549715872	0.527509978593454	0.908011688134352
cg11118440	0.867982156520762	0.809508529348202	0.884555732613272	0.889325368954068	0.0846661968241273	0.511384469973682	0.858258135281526
cg05452742	0.930001188588538	0.913747743808876	0.929299649723035	0.933860132525574	0.467904142632019	0.931791817813044	0.917841328771582
cg12893373	0.917125989679806	0.901833026540408	0.913023161341242	0.872315169184639	0.381822407742589	0.820293990985517	0.895786353820886
cg10864794	0.937500924893965	0.905942496973256	0.9452181031235	0.903362092301901	0.268841908800896	0.745998249513907	0.910203638075847
cg01024962	0.762558457270158	0.862776782644193	0.883504474866667	0.89462798794012	0.17608525546477	0.881102717336161	0.858928338512728
cg02861504	0.887867408249573	0.897720898102905	0.921478009671132	0.809921471680022	0.0686809958738057	0.443041295684551	0.888119049572235
cg03313271	0.91627529838816	0.906821744742156	0.925874157973788	0.826229229080867	0.088401962875722	0.458237817403221	0.905423570760095
cg10768932	0.0377543057029869	0.0705773593328648	0.0400363452496736	0.0448913643856767	0.468052124582652	0.0444885914227062	0.0667773207204176
cg24957609	0.116576595144914	0.161609119481358	0.0807651292920493	0.471620930607245	0.853627970956392	0.506669733854403	0.134076703974417
cg19638572	0.0663279800141671	0.0771935705713985	0.0355163455908527	0.163972214780633	0.551714915725016	0.446586426591262	0.0748017238045964
cg11977716	0.0552752262729431	0.0706698062766197	0.0455434790423286	0.199801065008627	0.747645519613143	0.267285749903531	0.0898926483172462
cg12216435	0.0501359286930046	0.120372100793548	0.0604939245750772	0.485877244413252	0.792331095959272	0.636206641616615	0.0983729698371247
cg12045829	0.0710620089295211	0.0984915254140758	0.062309936420674	0.467557879520535	0.680262175242241	0.595429792346839	0.126176225168263
cg20660269	0.0147514892625588	0.0208823338491548	0.0150592250399364	0.0205808823722881	0.184340739132927	0.0180368524773011	0.0299396449784854
cg27506442	0.0405719755497565	0.0357694261948766	0.0183095798210424	0.125438138007916	0.301144213514464	0.146378296580733	0.0374853932421828
cg02821342	0.0479884125175238	0.0382015399723539	0.0319937511760919	0.0460240990419917	0.147456320842906	0.0581116097151817	0.0369027257669099
cg00517080	0.0376571004011478	0.65898333864088	0.297990311367311	0.760515145220513	0.925596582548604	0.81115286932923	0.218749498799606
cg23007665	0.102518575457813	0.139801617006806	0.103443133712454	0.298940490245975	0.844085777102774	0.735427659965836	0.151797644256756
cg03795574	0.099643903944206	0.149485761161164	0.185917120823207	0.345860176450266	0.823251703187751	0.130911138862389	0.400532785322102
cg09395195	0.0932679941931687	0.0716692127112429	0.0388970409269157	0.285800492404189	0.48292694284721	0.441425084118728	0.086840841256752
cg08462055	0.0524011524183237	0.100584243357839	0.0508629963070414	0.205154812881262	0.576328874179325	0.403474190612574	0.0919219546890274
cg01785706	0.155875931840423	0.26427209843702	0.184545647105975	0.84260359970996	0.884740274720584	0.835410420069638	0.243739841771779
cg07120889	0.0495217973166728	0.0728153197045253	0.041205349418701	0.286378449005157	0.330351531800397	0.319818378887612	0.0667075349659345
cg04450994	0.146630998973685	0.0949839711582935	0.0719283959254782	0.827897418764403	0.841251709604365	0.822320644160068	0.0977494301947826
cg02505177	0.0598422441600101	0.225934801791267	0.10242344177781	0.678565357560834	0.797676822740007	0.748143318913317	0.215938640933875
cg21830221	0.100171228067881	0.178832880577425	0.130262093061022	0.81674270778992	0.83359464278651	0.837397336495312	0.183048574093887
cg03717755	0.894666495720252	0.130636534823865	0.0963208517080681	0.13784765207422	0.845524090298194	0.710370832505365	0.143851569185601
cg13554018	0.109183006725206	0.320306301170653	0.149831714195058	0.768552234305621	0.856513737359192	0.787678853405727	0.157000418770226
cg02596819	0.0421063610468182	0.255213229476265	0.111197342351711	0.318441872020174	0.620431937883815	0.48173879990709	0.108737299782296
cg12102235	0.22383148742027	0.142775081164727	0.193203489498805	0.0624902355816894	0.802725951223592	0.0611921646877172	0.575664859257439
cg19097880	0.0474469093509268	0.107478586049245	0.0422427014657133	0.162951158885657	0.803261231872355	0.635962700980536	0.118499481875423
cg18923906	0.334621441347464	0.137021231432403	0.0802408834163534	0.0923964477966413	0.644343727112633	0.229862745626673	0.1332075178042
cg03479209	0.0735512179407895	0.0821878867411648	0.0597949226703003	0.388457016132637	0.520156384004377	0.496177263876706	0.0742455911685631
cg26485844	0.671156385120884	0.10552617528779	0.0525362155201131	0.0915069952632247	0.688279417706874	0.325953140341991	0.105493335815435
cg14441276	0.0575670284588756	0.159860287896362	0.074129248854096	0.888240006198001	0.918067035221997	0.888497352802629	0.189913191559216
cg26056277	0.90905724330674	0.909784173433643	0.897940067539475	0.761475590160772	0.848972153015287	0.20527567672912	0.90018420117746
cg26105956	0.865571052929299	0.859985929500218	0.859229763554256	0.211984813606884	0.699444230227034	0.169013995692146	0.85907798660767
cg21792134	0.947445958380376	0.939318438796808	0.943667201000267	0.321297016938773	0.907379258924985	0.187146161851404	0.942133380281068
cg19607845	0.850760587458033	0.795527137231715	0.816360685946641	0.228190715548037	0.670905627762957	0.129192141009793	0.807778676468465
cg13165240	0.923198289874597	0.928315226074893	0.934005895668359	0.694747834961776	0.911557248957869	0.572919912898115	0.927040822700822
cg03637218	0.876393425104723	0.870172860922449	0.854680923853266	0.657699509444676	0.856130099710227	0.208675637449604	0.854021214313007
cg20203469	0.931185174237965	0.929724356753378	0.926163015665072	0.361145690055954	0.915148749240108	0.262104960424177	0.924266409490564
cg09342997	0.871197434303668	0.863082404459054	0.867568039437797	0.615837560428929	0.82718489581223	0.228304891080146	0.873909149235778
cg01135648	0.920434849319745	0.890137817956918	0.909594311241446	0.531487265323522	0.632576286079606	0.301293473774557	0.888522564123099
cg10456459	0.920506920149785	0.9066421004033	0.910160085975432	0.1034958776305	0.0779559433201557	0.113471773294976	0.901264886818843
cg06867755	0.94400438351153	0.950998255420839	0.954327989334398	0.211686555341086	0.883466231020406	0.200692898997867	0.946092043118033
cg08730245	0.927353276819614	0.934786826714548	0.92566828072562	0.646329721760393	0.840003271678999	0.347308418545799	0.925891754978657
cg00799984	0.886664373519335	0.90443573371491	0.916437206154565	0.483964637598045	0.701114073851502	0.301500146815093	0.888891743489217
cg15285436	0.876205791818495	0.850328171800307	0.872235554918889	0.153044905637267	0.152862736416321	0.145796480469116	0.852857728111514
cg16762030	0.912143659291728	0.863243432013847	0.906387735189892	0.0584005274860877	0.0802410990187735	0.0859581095422004	0.897015598124654
cg18507018	0.89344063209425	0.864871390064936	0.866535769481246	0.0955448096306025	0.415999336474803	0.128212315428212	0.865841017940053
cg07409471	0.941629112319881	0.939685573276228	0.938572250704617	0.335383907279215	0.88837393613755	0.210521726930219	0.931559580294044
cg20910008	0.0394320160159665	0.04483661600678	0.0398630019075386	0.0870164603825382	0.211800604316099	0.328642972010106	0.0414260679323283
cg26341831	0.0386684628534358	0.185873945403722	0.0416211556311469	0.45097953424859	0.236923818256362	0.742506546118043	0.0756455240142823
cg06516865	0.0241806673721736	0.0429536512043325	0.0751281409815732	0.301732574476017	0.0435253500257211	0.327582152481736	0.0821438481173344
cg26106166	0.134655084207807	0.170881239893087	0.140307587649167	0.635850568043333	0.752374356278914	0.804708870737005	0.154375082786607
cg03753191	0.0358499210780006	0.0370566153795615	0.036769731945204	0.0726374386945014	0.0463018870297514	0.152139529957034	0.0395752685319171
cg16068833	0.0380277169038351	0.0606787722405327	0.0477119425495014	0.181447781387285	0.315383700451539	0.36358422340549	0.124017413599076
cg00446123	0.038954656843131	0.0622994716669845	0.0298089035179467	0.707416842993365	0.840285969853331	0.86516873555044	0.0546410824460368
cg14535274	0.0339556080349615	0.0364815301229895	0.0269115610010642	0.237837258837805	0.210768428102108	0.276915501326854	0.0358196330671238
cg04736625	0.897862796077222	0.889660933683196	0.850366289049403	0.906003535172169	0.907220840919599	0.901958267524416	0.441059730917391
cg13617280	0.860498082460532	0.843299674745977	0.785422614570007	0.849962571163705	0.85687388426379	0.818418973681347	0.189918469518969
cg12338690	0.83695021336935	0.839772386030213	0.660616751075526	0.83717556845405	0.862341936787427	0.835062523572834	0.428699181422423
cg11133963	0.915819166235241	0.898406581219507	0.628592385440336	0.906931803210915	0.843764052970153	0.901388510273416	0.441295202393479
cg13995453	0.889409408535106	0.837598959188764	0.82299354587866	0.891956502586439	0.884918090058992	0.882675701480351	0.446967205266288
cg05253716	0.938881936998935	0.938908513547563	0.900973541765349	0.943150608926709	0.941206397650895	0.938978221061187	0.596272645665232
cg27591920	0.928904204018384	0.910311079969711	0.834132882811295	0.924951037952117	0.928374895462006	0.917258923843947	0.669750431343327
cg18612209	0.929103574525896	0.914378364380742	0.791841535365667	0.931099765181187	0.925928824760825	0.927702087551855	0.513872453563093
cg12111137	0.918269616706373	0.837919626241767	0.403131604094829	0.890127897023405	0.929953449544811	0.880477685503894	0.20594577760266
cg07949141	0.886869696243704	0.81532271307516	0.606771892468525	0.862275935401934	0.905802095213484	0.863533395020518	0.387381583947984
cg09278623	0.906641697996751	0.919298499133937	0.881939163393991	0.919795244310634	0.928112403604297	0.917042435621837	0.598696359798336
cg20697204	0.861172084561776	0.851528897524374	0.669555862862409	0.858634511332224	0.862400962338336	0.834003803539523	0.48261280080575
cg06713373	0.75225212470482	0.870970613658646	0.66448470247724	0.898444875971358	0.897235456540844	0.890965219658979	0.360192166767399
cg15225779	0.789960744573446	0.79133416073762	0.576535163711552	0.767961384902999	0.803267875225253	0.756341230934797	0.29912834031759
cg24032269	0.840124771014341	0.734889658211332	0.396437439639937	0.872827452682605	0.884838660243396	0.847778878232014	0.213828942916172
cg03032253	0.92255079555388	0.939288544905942	0.914022354060662	0.946423804959866	0.943080048935815	0.946981325407048	0.728969404553307
cg03208044	0.935502641795324	0.930069112367309	0.916262080885016	0.936535801650562	0.945988060010523	0.934291849259454	0.763366964964436
cg22521333	0.982214228723467	0.983528313885572	0.96935098056832	0.983097336322427	0.983513512530284	0.982739240595329	0.834502972755599
cg01962471	0.880242783330502	0.864298285195614	0.74417526414213	0.861072581700466	0.872014560862205	0.864163962250062	0.512416054974609
cg25522181	0.89843216151991	0.774824981725188	0.531177483163162	0.906367835539631	0.905927064860799	0.86988688546292	0.338938184411884
cg06791979	0.912246060621407	0.744478980266749	0.347220970885526	0.789746490859336	0.920461548945307	0.871208703932697	0.22070086640301
cg22348356	0.890027799346487	0.870778678078998	0.725585440933155	0.899767526408989	0.903458612601927	0.891635512588936	0.469671835265953
cg11850861	0.84301102479419	0.810877038821678	0.555674148188088	0.852631290114191	0.849669550837603	0.837383092194078	0.419952984119717
